first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Hedwig,Jayme,F,38,1952-08-21,Accountant IV,Property,Affluent Customer,False,False,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51
Penrod,Tomasicchio,M,5,1968-05-28,,Health,High Net Worth,False,False,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51
Pancho,Edis,M,1,1970-12-30,Assistant Professor,,Mass Customer,False,False,13,64467 Pankratz Pass,3023,VIC,Australia,7,899,0.51
Andriana,Gosnoll,F,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,False,False,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51
Nilson,Wiggam,M,48,1996-02-15,Paralegal,Financial Services,Mass Customer,False,False,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5015
Denny,Spleving,F,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,False,True,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5
Roth,Crum,,0,,Legal Assistant,IT,Mass Customer,False,False,2,276 Anthes Court,2450,NSW,Australia,6,904,0.5
Olia,O' Mullan,F,77,1973-03-24,Account Executive,Health,Mass Customer,False,False,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5
Conway,Juarez,M,27,1967-03-02,Help Desk Technician,,Affluent Customer,False,False,17,66904 American Ash Hill,4814,QLD,Australia,5,904,0.5
Dru,Crellim,F,57,1963-03-04,,,Mass Customer,False,False,12,90 Morningstar Drive,3030,VIC,Australia,7,904,0.5
Shaw,MacEvilly,M,10,2000-05-06,Software Test Engineer III,Health,Affluent Customer,False,False,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5
Brook,Eade,F,65,1957-11-17,Sales Representative,Retail,Mass Customer,False,True,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5
Aleece,Feige,F,49,1975-09-16,,Manufacturing,Mass Customer,False,False,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5
Dolorita,Strutton,F,7,1991-05-21,General Manager,Manufacturing,Affluent Customer,False,False,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5
Harman,A'field,M,39,1960-12-27,Geologist III,Manufacturing,Affluent Customer,False,True,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.4993749999999999
Hildegarde,Bamb,F,16,1961-02-10,Help Desk Operator,,High Net Worth,False,True,10,5070 Division Parkway,3910,VIC,Australia,9,913,0.4993749999999999
Launce,Gale,M,86,1939-01-15,,,Mass Customer,False,False,21,4 Fordem Avenue,2777,NSW,Australia,9,913,0.4993749999999999
Ilise,Clissold,F,58,1987-11-16,Developer IV,Entertainment,High Net Worth,False,False,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.4993749999999999
Julita,Prene,F,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,False,True,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.4993749999999999
Ashlen,Willbond,F,64,1984-05-15,Software Consultant,Health,High Net Worth,False,False,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.4993749999999999
Keely,Bointon,F,71,1988-10-16,Nurse,Telecommunications,High Net Worth,False,False,3,55 Dorton Point,4154,QLD,Australia,9,913,0.4993749999999999
Poul,Gaskin,M,78,1950-06-15,Help Desk Operator,Telecommunications,High Net Worth,False,False,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.4929999999999999
Sheilakathryn,Huff,F,45,1958-05-15,Assistant Manager,,High Net Worth,False,True,14,04 Miller Drive,2477,NSW,Australia,6,921,0.49
Rubia,Evetts,F,59,1990-12-21,Pharmacist,Health,Mass Customer,False,False,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49
Francklin,Cross,M,51,1981-04-06,Teacher,Property,Mass Customer,False,True,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49
Wilone,Champley,F,22,1983-11-06,,Manufacturing,High Net Worth,False,False,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.48875
Lezlie,Clemits,F,2,1973-05-30,Senior Cost Accountant,Financial Services,Mass Customer,False,True,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.48875
Kathe,Oller,F,47,1959-08-20,General Manager,Manufacturing,Mass Customer,False,True,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.4844999999999999
Dulce,Bradwell,F,61,1957-07-03,Research Associate,Manufacturing,Mass Customer,False,False,20,30 Lukken Point,4159,QLD,Australia,9,926,0.4844999999999999
Felice,Dechelette,M,75,1998-02-05,Librarian,Entertainment,High Net Worth,False,False,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48
Joane,Caldes,F,84,1978-03-17,Senior Cost Accountant,Financial Services,High Net Worth,False,True,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48
Diane,Furman,F,67,1993-08-11,,Manufacturing,Affluent Customer,False,True,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.478125
Ogdan,Blenkinship,M,65,1951-01-18,Occupational Therapist,Health,Mass Customer,False,True,21,21712 Texas Court,3429,VIC,Australia,5,930,0.478125
Kizzee,Agget,F,98,1976-07-25,Statistician II,Manufacturing,Affluent Customer,False,False,8,122 Marcy Park,2213,NSW,Australia,10,930,0.478125
Stephi,Highton,F,30,1987-09-09,Software Engineer I,Telecommunications,Mass Customer,False,True,12,293 Mendota Park,2154,NSW,Australia,10,930,0.478125
Martino,Scoles,M,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,False,False,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.478125
Morgen,Newport,F,5,1960-08-31,Project Manager,Manufacturing,Mass Customer,False,False,6,9 Washington Center,3340,VIC,Australia,4,930,0.478125
Eugenie,Brinson,F,79,1963-08-10,Assistant Media Planner,Entertainment,Mass Customer,False,True,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.476
Reinold,Natt,M,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,False,True,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47
Jo,Roberts,F,41,1945-10-31,Paralegal,Financial Services,High Net Worth,False,True,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47
Jacklin,Duchant,F,77,1940-03-18,Legal Assistant,Argiculture,Mass Customer,False,False,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675
Colas,Gabbitas,M,98,1946-09-09,Staff Scientist,Retail,High Net Worth,False,False,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675
Claudetta,Ricciardiello,F,61,1974-04-30,Internal Auditor,Financial Services,Mass Customer,False,True,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675
Angele,Cadore,F,5,1954-09-06,Chief Design Engineer,,Mass Customer,False,True,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.4675
Cicily,Hast,F,63,1971-04-26,Food Chemist,Health,Affluent Customer,False,True,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675
Harland,Messenger,M,90,1974-05-28,Software Test Engineer I,Retail,Mass Customer,False,False,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46
Sim,Constantinou,M,91,1992-08-09,Analog Circuit Design manager,Property,Mass Customer,False,False,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46
Shanon,Rolfe,F,63,1941-08-19,Sales Representative,Retail,High Net Worth,False,False,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46
Chryste,Oddboy,F,44,1988-08-22,Software Engineer III,Manufacturing,High Net Worth,False,True,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.459
Edin,Patinkin,F,35,1992-03-26,Account Executive,Health,Mass Customer,False,False,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.456875
Nolly,Ivanchikov,M,13,1994-02-10,Help Desk Operator,Manufacturing,High Net Worth,False,True,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.456875
Michele,Pammenter,M,23,1983-06-26,Teacher,Health,High Net Worth,False,False,2,37 Mesta Road,3198,VIC,Australia,8,948,0.456875
Liane,Abelevitz,F,26,1976-11-25,Operator,,Mass Customer,False,False,3,85340 Hovde Way,3153,VIC,Australia,7,951,0.4505
Philbert,Bangs,M,67,1966-03-03,Environmental Specialist,IT,Mass Customer,False,True,6,02643 Moose Court,4500,QLD,Australia,7,951,0.4505
Candy,,F,23,1977-12-08,,Financial Services,Mass Customer,False,False,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505
Noami,Cokly,F,74,1962-09-17,,Manufacturing,Mass Customer,False,True,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45
Lyndell,Jereatt,F,14,1994-11-28,Payment Adjustment Coordinator,,High Net Worth,False,False,13,58770 Monterey Plaza,2122,NSW,Australia,12,954,0.45
Maximilien,Bourget,M,12,1969-04-29,Geologist I,Financial Services,Mass Customer,False,True,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.44625
Benedikta,Naptin,F,59,1995-08-13,Operator,Retail,Mass Customer,False,True,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.44625
Rhodie,Gaskall,F,83,1964-02-01,VP Quality Control,,Mass Customer,False,True,9,251 Pierstorff Alley,4170,QLD,Australia,9,956,0.44625
Afton,Andrassy,F,78,1998-10-14,Web Designer II,Retail,Mass Customer,False,False,7,220 Cody Alley,3075,VIC,Australia,8,956,0.44625
Blondell,Dibdall,F,62,1967-01-03,Programmer III,,Mass Customer,False,False,4,34 Bunting Pass,3048,VIC,Australia,4,960,0.442
Sonia,Dunstall,F,0,1975-07-30,Accountant III,Financial Services,Mass Customer,False,False,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.442
Benedikt,Adamou,M,15,1987-01-15,Recruiting Manager,Health,Mass Customer,False,False,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.442
Don,Spratling,M,82,1969-01-05,Associate Professor,Property,Affluent Customer,False,True,7,078 Erie Point,2760,NSW,Australia,10,963,0.44
Moll,Ogilby,F,25,1980-12-19,Research Assistant III,Manufacturing,Mass Customer,False,True,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44
Jammie,Seldner,F,42,1975-02-25,Human Resources Manager,Health,Mass Customer,False,True,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44
Inglis,Pickaver,M,33,1994-06-25,Product Engineer,Telecommunications,Affluent Customer,False,False,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44
Clarabelle,Broschek,F,6,1963-08-25,Geological Engineer,Manufacturing,Mass Customer,False,False,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.4356249999999999
Tillie,Bisseker,F,74,1960-08-10,Civil Engineer,Manufacturing,High Net Worth,False,False,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.4356249999999999
Irving,Babcock,M,60,1986-01-17,Dental Hygienist,Health,High Net Worth,False,True,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.4356249999999999
Evered,Gludor,M,3,1951-04-30,Electrical Engineer,Manufacturing,High Net Worth,False,True,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.4356249999999999
Mavra,Finan,F,30,1967-08-23,Nurse,Property,Affluent Customer,False,True,4,88 Shopko Way,2034,NSW,Australia,9,967,0.4356249999999999
Frieda,Tavinor,F,43,1999-03-04,,,Affluent Customer,False,False,10,7 Mallory Lane,3064,VIC,Australia,6,972,0.43
Ellwood,Budden,M,82,1998-06-03,,Health,Mass Customer,False,True,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43
Alex,Patshull,F,37,1966-01-02,Senior Quality Engineer,Retail,Mass Customer,False,True,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.425
Aundrea,Outridge,F,77,2001-01-24,Structural Engineer,Financial Services,Affluent Customer,False,True,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.425
Amby,Bodega,M,63,1968-06-12,Recruiter,,Affluent Customer,False,True,17,669 Declaration Street,3810,VIC,Australia,6,974,0.425
Esme,Pilipets,M,15,1967-05-06,Environmental Tech,Health,Mass Customer,False,True,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42
Beverly,Domnick,F,56,1938-12-10,Structural Analysis Engineer,IT,Mass Customer,False,False,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42
Artemis,Swanson,M,77,1977-02-12,Web Designer II,Argiculture,Mass Customer,False,True,13,5 Melvin Park,3810,VIC,Australia,5,979,0.4165
Daryle,Marginson,M,93,1986-06-27,Environmental Tech,Argiculture,Mass Customer,False,True,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.4165
Tyne,Anshell,F,71,1992-04-08,Mechanical Systems Engineer,,Mass Customer,False,True,3,93 Sutherland Terrace,2560,NSW,Australia,8,979,0.4165
Leona,Shorrock,F,83,1951-08-23,Senior Quality Engineer,Financial Services,Affluent Customer,False,True,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.4165
Bertrando,Carass,M,45,1956-06-25,Sales Associate,Property,Mass Customer,False,False,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41
Augusta,Munns,F,5,1951-09-17,Quality Control Specialist,,Mass Customer,False,False,21,607 Memorial Avenue,2074,NSW,Australia,11,983,0.41
Pauline,Dallosso,,82,,Desktop Support Technician,IT,Affluent Customer,False,True,0,9594 Badeau Street,2050,NSW,Australia,10,985,0.408
Lauralee,Fudge,F,83,1987-09-21,Research Nurse,Health,Mass Customer,False,False,15,9460 Monument Park,3277,VIC,Australia,4,985,0.408
Consalve,Ballay,M,41,1959-09-18,Web Developer I,IT,Mass Customer,False,True,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4
Lolly,Prewer,F,44,1997-10-23,Geologist I,Health,Mass Customer,False,False,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.3995
Vyky,Pegg,F,64,1943-03-15,Quality Control Specialist,Manufacturing,Mass Customer,False,True,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.3995
Kellen,Pawelski,F,83,1945-07-26,,Manufacturing,High Net Worth,False,True,11,125 Manufacturers Parkway,2193,NSW,Australia,8,988,0.3995
Jermaine,Bagshawe,F,60,1954-05-14,Help Desk Operator,Property,Mass Customer,False,True,9,260 Briar Crest Drive,4209,QLD,Australia,6,988,0.3995
Bryan,Jachtym,M,59,1974-05-15,Automation Specialist I,Manufacturing,Mass Customer,False,True,15,56 Moland Crossing,3356,VIC,Australia,3,988,0.3995
Renie,Laundon,F,32,1973-12-18,Assistant Media Planner,Entertainment,Mass Customer,False,True,8,1 Shelley Pass,4118,QLD,Australia,3,993,0.391
Weidar,Etheridge,M,38,1959-07-13,Compensation Analyst,Financial Services,Mass Customer,False,True,6,0535 Jay Point,2422,NSW,Australia,4,994,0.3825
Datha,Fishburn,F,15,1990-07-02,Office Assistant IV,Retail,Mass Customer,False,False,3,6 Caliangt Way,3079,VIC,Australia,12,994,0.3825
Ferdinand,Romanetti,M,60,1959-10-07,Paralegal,Financial Services,Affluent Customer,False,False,9,2 Sloan Way,2200,NSW,Australia,7,996,0.374
Burk,Wortley,M,22,2001-10-17,Senior Sales Associate,Health,Mass Customer,False,False,6,04 Union Crossing,2196,NSW,Australia,10,997,0.357
Melloney,Temby,F,17,1954-10-05,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,False,True,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,997,0.357
Dickie,Cubbini,M,30,1952-12-17,Financial Advisor,Financial Services,Mass Customer,False,True,19,57666 Victoria Way,4215,QLD,Australia,2,997,0.357
Sylas,Duffill,M,56,1955-10-02,Staff Accountant IV,Property,Mass Customer,False,True,14,21875 Grover Drive,2010,NSW,Australia,9,1000,0.34
